url,name,instructor,enroll,description,skills,relative,rate,time,level,image
https://www.coursera.org/specializations/tensorflow-advanced-techniques,TensorFlow: Advanced Techniques Specialization,Laurence Moroney,"27,643","Understand the underlying basis of the Functional API and build exotic non-sequential model types, custom loss functions, and layers.Learn optimization and how to use GradientTape &amp; Autograph, optimize training in different environments with multiple processors and chip types.Practice object detection, image segmentation, and visual interpretation of convolutions.Explore generative deep learning, and how AIs can create new content, from Style Transfer through Auto Encoding and VAEs to GANs.","Model Interpretability,Object Detection,Custom and Exotic Models,Generative Machine Learning,Custom Training Loops",New to Machine Learning? Start here.,4.8,2 months at 10 hours a week,Intermediate level,
https://www.coursera.org/specializations/influencing-storytelling-change-management,"Influencing: Storytelling, Change Management and Governance Specialization",Dr Andrew Heys,"32,538","Apply a range of communication strategies to a variety of contexts to build rapport, overcome resistance, and find acceptanceExpand your knowledge of, and personal competence in, negotiation and conflict resolutionDevelop a creative and practical change capability: the discipline of influencing yourself and others to achieve a purposeDesign risk governance structures to ensure that your organisation achieves its objectives, engaging all the relevant stakeholders","Change Management,Communication,Negotiation,Risk governance",New to Leadership and Management? Start here.,4.8,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/human-resource-management,Human Resource Management: HR for People Managers Specialization,John W. Budd,"180,237","Understanding alternative approaches to managing human resources and appreciating the diversity of factors that motivate workersApplying best practices for hiring and rewarding employees, and for managing employee performanceAvoiding key mistakes in (mis)managing human resources","Onboarding,Human Resources (HR),Performance Management,interviewing,managing people",New to Business Strategy? Start here.,4.8,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/meem-project-management,Project Management Specialization,"Christy Bozic, PhD, PMP","14,196","By completing this specialization, you will develop familiarity with the concepts, tools, and techniques used in project management.You will be able to describe the role of the project manager and the different phases of the project life cycle.You will also be able to distinguish different project management methodologies and determine which is best for a particular project.","Project Management,Risk Management,Agile Management,Stakeholder Communications,Engineering management","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/pharmacy-technician-fundamentals,Pharmacy Technician Fundamentals Specialization,Jennifer Zabel,"1,776",,"Medical Ethics,Working in a Pharmacy Setting,Counting/Weighing/Measuring Medications,Using Pharmacy Software,Calculating Dosages,human anatomy,Understanding Tablet and Capsule Prescriptions,Reading Prescriptions,Liquid Prescriptions,Understanding Pharmacy Terminology,Interpreting Prescriptions,Common Drugs and Usages,View all skills",New to Patient Care? Start here.,4.7,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/microsoft-azure-dp-203-data-engineering,Microsoft Azure Data Engineering Associate (DP-203) Professional Certificate,Microsoft,"28,713",,"Develop Azure compute solutions,Monitor and troubleshoot Azure solutions,Develop for Azure storage,Connect to and consume Azure services and third-party services,Implement Azure security,View all skills","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.3,3 months at 10 hours a week,Intermediate level,
https://www.coursera.org/specializations/applied-data-science-r,Applied Data Science with R Specialization,Rav Ahuja,"3,292","Perform basic R programming tasks like working with data structures, data manipulation, using APIs, webscraping, and using R Studio and Jupyter.Create relational databases and tables, load them with data from CSV files, and query data using SQL and R using JupyterLab.Complete the data analysis process, including data preparation,
statistical analysis, and predictive modeling.Communicate data analysis findings with data visualization charts, plots, and dashboards using libraries such as ggplot, leaflet and R Shiny.","Shiny Dashboards,SQL &amp; RDBMS,Data Analysis and Modelling,Data Visualization,R Programmin Language",New to Data Analysis? Start here.,4.5,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/open-source-tools-for-data-science,Tools for Data Science,Aije Egwaikhide,"432,612","Describe the Data Scientist’s tool kit which includes: Libraries &amp; Packages, Data sets, Machine learning models, and Big Data tools   Utilize languages commonly used by data scientists like Python, R, and SQL   Demonstrate working knowledge of tools such as Jupyter notebooks and RStudio and utilize their various features    Create and manage source code for data science using Git repositories and GitHub.","Data Science,Python Programming,Github,Rstudio,Jupyter notebooks","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.5,18 hours (approximately),Beginner level,
https://www.coursera.org/specializations/getting-started-with-google-workspace,Getting started with Google Workspace Specialization,Google Cloud Training,"5,641","Demonstrate the key features of Google Docs, Google Sheets, Google Slides, Google Calendar, Google Drive, Google Meet and Google ChatSecure, share and collaborate with others in Google WorkspaceConfigure Google Workspace to suit your way of workingSolve business challenges using Google Workspace","Communication,Spreadsheet Software,Collaboration","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/bookkeeping-basics,Bookkeeping Basics,Intuit Academy Team,"144,646",Define accounting and the concepts of accounting measurement.Explain the role of a bookkeeper and common bookkeeping tasks and responsibilities.Summarize the double entry accounting method.Explain the ethical and social responsibilities of bookkeepers in ensuring the integrity of financial information.,"Double-Entry Bookkeeping System,Basis Of Accounting,Creating Financial Statements,accounting software,Accounting Cycle","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.6,16 hours (approximately),Beginner level,
https://www.coursera.org/specializations/improve-english,Improve Your English Communication Skills Specialization,Gerry Landers,"620,634",,"Professional,Email Writing,Writing,Presentation","Open new doors with Coursera PlusUnlimited access to 7,000+ world-class courses, hands-on projects, and job-ready certificate programs - all included in your subscriptionLearn moreAdvance your career with an online degreeEarn a degree from world-class universities - 100% onlineExplore degreesJoin over 3,400 global companies that choose Coursera for BusinessUpskill your employees to excel in the digital economyLearn more",4.8,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/foundations-management,Foundations of Management Specialization,Marc Badia,"33,064",,"Accounting,Leadership,Finance,Marketing",New to Leadership and Management? Start here.,4.7,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/strategic-leadership,Strategic Leadership and Management Specialization,Jeff Flesher,"113,241",,"Strategic Management,Negotiation,Leadership,Business Strategy","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/thinklikeacfo,Think like a CFO Specialization,Marc Badia,"15,206",,"Bonds,Corporate Finance,Dividend Policy,Market Efficiency,Stocks,Dupont Analysis,Management Accounting,Business Analysis,Finance,Financial Accounting,Accounting,Financial Statement,Balance Sheet,Financial Risk,Evaluation,Investment,View all skills",New to Finance? Start here.,4.8,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/contabilidad,Contabilidad para no contadores,,,,"Financial Accounting,Accounting,Financial Statement,Interpretation","Learner reviewsShowing 3 of 86654.88,665 reviews5 stars80.04%4 stars16.67%3 stars2.54%2 stars0.35%1 star0.37%DDS4Reviewed on May 17, 2020Es un curso que sí te enseña lo básico de contabilidad, sin embargo estaría más completo si hubiera dado mayor detalle del análisis financiero de cada estado, para poder interpretarlos correctamente.SSM4Reviewed on Dec 25, 2016El curso es bueno, sin embargo, me parece que sigue siendo un poco confuso para los que no somos contadores ya que el vocabulario o la manera de explicarlo es como si fuera dirigido para contadores.SSG4Reviewed on Jul 20, 2022Es un curso muy completo, aunque considero que falta actualizar la información pues la normatividad contable ha ido cambiando. Considero que el curso si requiere ciertos conocimientos en contabilidad.View more reviews",,,,
https://www.coursera.org/learn/psychological-first-aid,Psychological First Aid,,,,"Reflective Listening,Active Listening,Crisis Intervention,Psychological First Aid","Learner reviewsShowing 3 of 188244.818,824 reviews5 stars84.44%4 stars13.40%3 stars1.59%2 stars0.28%1 star0.27%MMJ5Reviewed on May 3, 2020I preferred the RAPID approach. It is like a guide and step by step approach to supporting people in crises. I especially appreciated the simulation videos. It helped with reframing and paraphrasing.GGT5Reviewed on Dec 20, 2019Great structure and interactive format. Clear expectations and excellent materials. Subject was explained in an effective manner that was easily understood and applied. Very useful for any profession!KKG5Reviewed on Apr 16, 2020A wonderful course with clear explanations and case scenarios to help reinforce learning. I was truly engaged throughout the course and felt like I learned a lot more than I anticipated when going in.View more reviews",,,,
https://www.coursera.org/learn/analyze-data,Analyze Data to Answer Questions,Google Career Certificates,"501,226",Discuss the importance of organizing your data before analysis by using sorts and filters.Convert and format data.Apply the use of functions and syntax to create SQL queries to combine data from multiple database tables.Describe the use of functions to conduct basic calculations on data in spreadsheets.,"Data Aggregation,Spreadsheet,Data Analysis,Data Calculations,SQL","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.6,32 hours (approximately),Beginner level,
https://www.coursera.org/specializations/ui-ux-design,UI / UX Design Specialization,Michael Worthington,"175,718",,"User Research,Website Wireframe,strategy,User Interface Design (UI Design),User Experience (UX)","Open new doors with Coursera PlusUnlimited access to 7,000+ world-class courses, hands-on projects, and job-ready certificate programs - all included in your subscriptionLearn moreAdvance your career with an online degreeEarn a degree from world-class universities - 100% onlineExplore degreesJoin over 3,400 global companies that choose Coursera for BusinessUpskill your employees to excel in the digital economyLearn more",4.7,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/excel-basics-data-analysis-ibm,Excel Basics for Data Analysis,Sandip Saha Joy,"271,648","Display working knowledge of Excel for Data Analysis.Perform basic spreadsheet tasks including navigation, data entry, and using formulas.Employ data quality techniques to import and clean data in Excel.Analyze data in spreadsheets by using filter, sort, look-up functions, as well as pivot tables.","Data Science,Spreadsheet,Data Analysis,Microsoft Excel,Pivot Table","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,11 hours (approximately),Beginner level,
https://www.coursera.org/specializations/cybersecurity-fundamentals,Cybersecurity Fundamentals Specialization,IBM Skills Network Team,,"Identify common security threats and risks; explain characteristics of cyberattacks and best practices to guard against themDiscuss cybersecurity fundamentals, including topics like the five security principles, CIA triad, IAM, endpoint security, and security domainsExplain how organizations respond to, recover from, and continue to operate during unplanned disruptionsExplain cybersecurity roles, including their key responsibilities, daily tasks, career path, relevant certifications, and salary ranges","Computer Security Incident Management,Security Domain,Career,Cybersecurity,Cyberattacks",New to Security? Start here.,4.6,3 months at 2 hours a week,Beginner level,
https://www.coursera.org/learn/private-equity,Private Equity and Venture Capital,,,,"Valuation (Finance),Venture Capital,Venture Capital Financing,Private Equity","Learner reviewsShowing 3 of 78714.87,871 reviews5 stars80.94%4 stars16.68%3 stars1.92%2 stars0.21%1 star0.22%AAM5Reviewed on Dec 4, 2015Amazing course! Thank you very much, Stefano Caselli, for a such wonderful content and perfect presenting. I took a lot of very useful and practical information from it.I do appreciate it. Thanks!WWO5Reviewed on Jul 15, 2019The content of the course is really helpful and touches on the very important subjects in Private Equity and Venture Capital. The delivery by the Professor Stefano Caseli is also fantastic. Thank you!GGK4Reviewed on Feb 20, 2016Excellent course. A must for someone who wants to gather knowledge about the Private Equity and Venture Capital sector. A big thanks to Professor Stefano for explaining all concepts with an ease.View more reviews",,,,
https://www.coursera.org/specializations/leading-teams,Leading People and Teams Specialization,"Scott DeRue, Ph.D.","136,165","Create and communicate your vision as a leaderManage talent to improve employee performance, development and retentionUse the Michigan Model of Leadership to define organizational goalsCreate a high-quality team charter that enhances team performance","Talent Management,Goals and Rewards,Leadership,Motivate Employees,Vision Alignment",New to Leadership and Management? Start here.,4.8,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/food-and-health,Stanford Introduction to Food and Health,,,,"Health Informatics,Nutrition,Food Safety,Food Science","Learner reviewsShowing 3 of 304894.730,489 reviews5 stars79.38%4 stars15.83%3 stars3.46%2 stars0.75%1 star0.55%EEV5Reviewed on Aug 25, 2020This course really changed the way i look at food. Honestly made me more conscious of what I consume and what I let my family consume. Thank you for the wonderful knowledge you shared, Dr. Maya Adam.CCS5Reviewed on Aug 27, 2019Very informative and useful. I'm from India and I look forward to study more about nutritional values of different foods. This course gave me a head-start and information to pursue my goal. Thank You!LLL5Reviewed on May 16, 2017This course is a good preparation for those who are interested in acknowledging more on human being health. After completing the course, I figured out much more than I could imagine in the beginning.View more reviews",,,,
https://www.coursera.org/specializations/six-sigma-fundamentals,Six Sigma Yellow Belt Specialization,"Gregory Wiles, PhD","104,916",,"Project Management,Lean Six Sigma,Binomial Distribution,Six Sigma",New to Leadership and Management? Start here.,4.7,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificate/applied-project-management,UCI Project Management Professional Certificate,"Peter Kim, PMP, MBA","1,647",,"Schedule,Project,Program Management,Project Planning",New to Leadership and Management? Start here.,4.6,5 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/career-success,Career Success Specialization,"David Standen, MBA","199,085",Apply management principles and problem-solving skillsCommunicate with co-workers and produce clear and concise writingManage your time and plan projects effectivelyUnderstand finance and use winning negotiation strategies,"Project Management,Information Technology (IT) Management,Communication,Negotiation",New to Business Essentials? Start here.,4.6,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/gestion-de-projet-google,Google Project Management Professional Certificate,Google Career Certificates,"7,647","Une compréhension des pratiques et des compétences nécessaires pour réussir dans un poste de gestionnaire de projet junior.Vous apprendrez à créer une documentation de projet et des procédés efficaces tout au long des différentes phases d’un projet.Vous apprendrez les bases de la gestion de projet Agile y compris Scrum.Vous pratiquerez la communication stratégique, la résolution de problèmes et la gestion des partenaires dans le cadre de scénarios concrets.","Résolution de problèmes,Communication efficace,Gestion des partenaires,Gestion de la qualité,Gestion de projet,Exécution du projet,Réflexion stratégique,Gestion des risques,Coaching,Gestion Agile,Influencer Marketing,Scrum,Estimation de la tâche,Planification de projet,Approvisionnement,Culture organisationnelle,Gestion du changement,Perfectionnement professionnel,Gestion de projets,Écriture commerciale,Charte de projet,Gestion des parties prenantes,View all skills",New to Leadership and Management? Start here.,4.6,3 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/wharton-fintech,Fintech: Foundations &amp; Applications of Financial Technology Specialization,Christopher Geczy,"42,984",Explain crypto-currency and blockchain in financial contextsEvaluate investment products using Modern Portfolio TheoryIdentify the regulatory concerns presented by the most common financial technologies,"Investment Management,Cryptocurrency,regulation,Blockchain",New to Business Essentials? Start here.,4.6,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/product-management,Software Product Management Specialization,Kenny Wong,"77,917",Master Agile software development practices.Confidently interact with clients and manage a team of developers.Practice and apply management techniques to industry-inspired scenarios.Share your experiences and learn from the insights of others as part of a software product management community.,"Project Management,Product Management,agile,Software Requirements,Scrum",New to Design and Product? Start here.,4.7,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/agile-development,Agile Development Specialization,Alex Cowan,"34,367","How to determine what's valuable to a user early by focusing your team on testable narratives and creating a strong shared perspective  How to drive a focus on outcomes over outputs by facilitating a culture of experimentation and a test-driven, results-driven approach to agileHow to charter and focus an analytics (and data science) program that enhances your core objectivesHow to iteratively identify and test the right agile practices from leading frameworks like scrum, XP, and kanban to your team's work","hypothesis-driven development,agile,Lean Startup,User Experience (UX),Design Thinking",New to Design and Product? Start here.,4.7,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/entrepreneurship-growing-your-business,Entrepreneurship: Growing Your Business Specialization,Alex Cowan,"25,332","Four ways to grow your business: scale and CVP, innovating, outsourcing and strategic acquisitionsHow to use journal entries to record transactions and prepare and use t-accounts to summarize transactions recorded during an accounting periodA toolkit for voicing and enacting your values and principlesHow to apply innovation tools from the worlds of design thinking and Lean Startup to your business model design","HR Tech,Finance,Innovation,Entrepreneurship,Leadership &amp; Management",New to Business Strategy? Start here.,4.8,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/procurement-sourcing,Global Procurement and Sourcing Specialization,Don Klock,"25,136",Why Procurement is important to the firm and it works within the firmHow to select and evaluate suppliersLearn how to analyze supply marketsIimprove your negotiation skills and thereby improve your outcomes,"Negotiation,Contracts",New to Leadership and Management? Start here.,4.7,1 months at 10 hours a week,Beginner level,
